-0.270, -7.150e-11
-0.271, -6.736e-11
-0.272, -6.345e-11
-0.273, -5.978e-11
-0.274, -5.636e-11
-0.275, -5.316e-11
-0.276, -5.012e-11
-0.277, -4.720e-11
-0.278, -4.439e-11
-0.279, -4.170e-11
-0.280, -3.921e-11
-0.281, -3.698e-11
-0.282, -3.501e-11
-0.283, -3.320e-11
-0.284, -3.139e-11
-0.285, -2.947e-11
-0.286, -2.743e-11
-0.287, -2.536e-11
-0.288, -2.332e-11
-0.289, -2.135e-11
-0.290, -1.942e-11
-0.291, -1.750e-11
-0.292, -1.560e-11
-0.293, -1.375e-11
-0.294, -1.196e-11
-0.295, -1.026e-11
-0.296, -8.648e-12
-0.297, -7.066e-12
-0.298, -5.480e-12
-0.299, -3.887e-12
-0.300, -2.296e-12
-0.301, -7.847e-13
-0.302, 5.958e-13
-0.303, 1.830e-12
-0.304, 2.921e-12
-0.305, 3.904e-12
-0.306, 4.818e-12
-0.307, 5.674e-12
-0.308, 6.487e-12
-0.309, 7.265e-12
-0.310, 8.005e-12
-0.311, 8.711e-12
-0.312, 9.376e-12
-0.313, 9.996e-12
-0.314, 1.058e-11
-0.315, 1.114e-11
-0.316, 1.167e-11
-0.317, 1.219e-11
-0.318, 1.269e-11
-0.319, 1.316e-11
-0.320, 1.362e-11
-0.321, 1.405e-11
-0.322, 1.447e-11
-0.323, 1.487e-11
-0.324, 1.524e-11
-0.325, 1.559e-11
-0.326, 1.593e-11
-0.327, 1.625e-11
-0.328, 1.657e-11
-0.329, 1.687e-11
-0.330, 1.715e-11
-0.331, 1.741e-11
-0.332, 1.766e-11
-0.333, 1.789e-11
-0.334, 1.812e-11
-0.335, 1.833e-11
-0.336, 1.852e-11
-0.337, 1.872e-11
-0.338, 1.892e-11
-0.339, 1.912e-11
-0.340, 1.933e-11
-0.341, 1.956e-11
-0.342, 1.980e-11
-0.343, 2.006e-11
-0.344, 2.031e-11
-0.345, 2.054e-11
-0.346, 2.073e-11
-0.347, 2.081e-11
-0.348, 2.074e-11
-0.349, 2.050e-11
-0.350, 2.017e-11
-0.351, 1.988e-11
-0.352, 1.974e-11
-0.353, 1.977e-11
-0.354, 1.989e-11
-0.355, 2.002e-11
-0.356, 2.011e-11
-0.357, 2.018e-11
-0.358, 2.028e-11
-0.359, 2.041e-11
-0.360, 2.059e-11
-0.361, 2.077e-11
-0.362, 2.095e-11
-0.363, 2.112e-11
-0.364, 2.125e-11
-0.365, 2.135e-11
-0.366, 2.141e-11
-0.367, 2.144e-11
-0.368, 2.146e-11
-0.369, 2.146e-11
-0.370, 2.145e-11
-0.371, 2.143e-11
-0.372, 2.141e-11
-0.373, 2.140e-11
-0.374, 2.140e-11
-0.375, 2.140e-11
-0.376, 2.138e-11
-0.377, 2.136e-11
-0.378, 2.132e-11
-0.379, 2.129e-11
-0.380, 2.125e-11
-0.381, 2.121e-11
-0.382, 2.118e-11
-0.383, 2.116e-11
-0.384, 2.115e-11
-0.385, 2.113e-11
-0.386, 2.109e-11
-0.387, 2.104e-11
-0.388, 2.100e-11
-0.389, 2.098e-11
-0.390, 2.096e-11
-0.391, 2.093e-11
-0.392, 2.091e-11
-0.393, 2.090e-11
-0.394, 2.088e-11
-0.395, 2.087e-11
-0.396, 2.085e-11
-0.397, 2.083e-11
-0.398, 2.082e-11
-0.399, 2.081e-11
-0.400, 2.080e-11
-0.401, 2.080e-11
-0.402, 2.079e-11
-0.403, 2.078e-11
-0.404, 2.076e-11
-0.405, 2.075e-11
-0.406, 2.073e-11
-0.407, 2.070e-11
-0.408, 2.069e-11
-0.409, 2.069e-11
-0.410, 2.067e-11
-0.411, 2.065e-11
-0.412, 2.062e-11
